"DITA File Path","Document Type","Schematron Name","Severity","Gate","Rule Code","Error / Warning Description"
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_the_product_control_panel.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_the_product_control_panel.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_the_product_control_panel.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_the_product_control_panel.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_the_product_control_panel.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_nozzles_using_the_product_control_panel.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_number_of_sheets_on_the_lcd_screen.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_sheet_counter_mac.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_sheet_counter_mac.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_sheet_counter_windows.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_sheet_counter_windows.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_sheet_counter_windows.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/checking_the_sheet_counter_windows.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_paper_guide.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_paper_guide.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_paper_guide.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_paper_guide.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_paper_guide.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_paper_guide.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_path.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-002","[MEDIA-002] <image> should have an <alt> child for accessibility."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
"output/Printer_Setup_UserGuide/adjusting_print_quality/cleaning_the_print_head_using_a_computer_utility.dita","TASK","task_structural_rules.sch","WARNING","Gate 2","MEDIA-007","[MEDIA-007] <fig> should have a <title> for figure numbering and cross-referencing."
